,country,year,sex,suicides_no,population,rate
2895,Netherlands,2008,male,991,7654093,12.947321126095542
2896,Netherlands,2009,female,462,7897259,5.850131039136491
2897,Netherlands,2009,male,1068,7704917,13.861278453745836
2898,Netherlands,2010,female,477,7940767,6.0069764041685145
2899,Netherlands,2010,male,1127,7750642,14.540730948481428
2900,Netherlands,2011,female,513,7980218,6.4283958157534045
2901,Netherlands,2011,male,1137,7791944,14.591993987636462
2902,Netherlands,2012,female,570,8013092,7.113358988016111
2903,Netherlands,2012,male,1186,7826411,15.153816992233093
2904,Netherlands,2013,female,549,8042154,6.826529310431011
2905,Netherlands,2013,male,1307,7857354,16.634098450954355
2906,Netherlands,2014,female,589,8042154,7.323908495161868
2907,Netherlands,2014,male,1250,7857354,15.908663399918089
2908,Netherlands,2015,female,591,8114362,7.283382230174103
2909,Netherlands,2015,male,1282,7942980,16.140038121712507
2910,Netherlands,2016,female,613,7222268,8.487638509122066
2911,Netherlands,2016,male,1273,7017286,18.140916587980026
2912,New Zealand,1985,female,83,1528400,5.430515571839832
2913,New Zealand,1985,male,255,1497400,17.029517830906904
2914,New Zealand,1986,female,113,1531900,7.376460604478099
2915,New Zealand,1986,male,301,1494200,20.14455896131709
2916,New Zealand,1987,female,100,1544500,6.474587245063128
2917,New Zealand,1987,male,363,1502600,24.15812591508053
2918,New Zealand,1988,female,103,1550400,6.64344685242518
2919,New Zealand,1988,male,381,1504800,25.318979266347686
2920,New Zealand,1989,female,93,1558500,5.9672762271414825
2921,New Zealand,1989,male,372,1505300,24.712681857437055
2922,New Zealand,1990,female,92,1572900,5.8490685994023774
2923,New Zealand,1990,male,363,1516500,23.93669634025717
2924,New Zealand,1991,female,94,1635300,5.748180761939706
2925,New Zealand,1991,male,380,1568600,24.225423944919037
2926,New Zealand,1992,female,96,1650100,5.8178292224713655
2927,New Zealand,1992,male,397,1585500,25.039419741406498
2928,New Zealand,1993,female,94,1668600,5.633465180390747
2929,New Zealand,1993,male,349,1604600,21.749968839586188
2930,New Zealand,1994,female,103,1691500,6.089269878805793
2931,New Zealand,1994,male,409,1628000,25.122850122850124
2932,New Zealand,1995,female,116,1718500,6.750072737852778
2933,New Zealand,1995,male,429,1655300,25.91675225034737
2934,New Zealand,1996,female,112,1747400,6.409522719468925
2935,New Zealand,1996,male,428,1685100,25.3990861076494
2936,New Zealand,1997,female,121,1766200,6.8508662665609785
2937,New Zealand,1997,male,441,1704000,25.880281690140844
2938,New Zealand,1998,female,132,1783000,7.403252944475603
2939,New Zealand,1998,male,442,1719800,25.70066286777532
2940,New Zealand,1999,female,131,1811350,7.232174897176139
2941,New Zealand,1999,male,385,1737950,22.152536033832963
2942,New Zealand,2000,female,83,1826230,4.544882079475203
2943,New Zealand,2000,male,375,1747460,21.45971867739462
2944,New Zealand,2001,female,119,1840190,6.466723544851347
2945,New Zealand,2001,male,389,1758900,22.116095286826994
2946,New Zealand,2002,female,113,1868550,6.047469963340558
2947,New Zealand,2002,male,354,1790640,19.769467899745344
2948,New Zealand,2003,female,141,1901570,7.4149255615097
2949,New Zealand,2003,male,378,1827850,20.680033919632354
2950,New Zealand,2004,female,113,1944520,5.811202764692572
2951,New Zealand,2004,male,382,1857990,20.559852313521603
2952,New Zealand,2005,female,132,1969610,6.7018343733023285
2953,New Zealand,2005,male,382,1879670,20.322716221464407
2954,New Zealand,2006,female,139,1996470,6.962288439095003
2955,New Zealand,2006,male,388,1902130,20.398185192389583
2956,New Zealand,2007,female,118,2014800,5.85666071074052
2957,New Zealand,2007,male,376,1920650,19.576705802723037
2958,New Zealand,2008,female,139,2030310,6.846245154680812
2959,New Zealand,2008,male,381,1938140,19.658022640263344
2960,New Zealand,2009,female,118,2049630,5.757136653932661
2961,New Zealand,2009,male,394,1960350,20.098451807075268
2962,New Zealand,2010,female,149,2071140,7.194105661616308
2963,New Zealand,2010,male,387,1984330,19.502804473046318
2964,New Zealand,2011,female,116,2087520,5.556832988426458
2965,New Zealand,2011,male,377,2002940,18.82233117317543
2966,New Zealand,2012,female,145,2101180,6.90088426503203
2967,New Zealand,2012,male,404,2019690,20.003069778035243
2968,New Zealand,2013,female,147,2117960,6.9406409941641956
2969,New Zealand,2013,male,366,2011810,18.192572857277774
2970,Nicaragua,2010,female,77,2602471,2.958726533360026
2971,Nicaragua,2010,male,274,2504956,10.938315882594345
2972,Nicaragua,2011,female,93,2638498,3.524732631974707
2973,Nicaragua,2011,male,276,2539423,10.86861070408514
2974,Nicaragua,2012,female,82,2675565,3.0647732348120864
2975,Nicaragua,2012,male,234,2575878,9.08428116548998
2976,Nicaragua,2013,female,75,2713298,2.7641637593806503
2977,Nicaragua,2013,male,276,2613637,10.559997428870192
2978,Nicaragua,2014,female,70,2750943,2.544581985159271
2979,Nicaragua,2014,male,241,2651481,9.089259926810714
2980,Nicaragua,2015,female,85,2787968,3.0488154813828565
2981,Nicaragua,2015,male,230,2688515,8.554908564765308
2982,Norway,1986,female,160,1982600,8.070210834258045
2983,Norway,1986,male,419,1929100,21.71997304442486
2984,Norway,1987,female,163,1991600,8.184374372363928
2985,Norway,1987,male,486,1937900,25.078693431033592
2986,Norway,1988,female,198,1999200,9.903961584633853
2987,Norway,1988,male,510,1947400,26.188764506521515
2988,Norway,1989,female,179,2003900,8.932581466141025
2989,Norway,1989,male,481,1951900,24.642655873764024
2990,Norway,1990,female,171,2007600,8.517632994620442
2991,Norway,1990,male,488,1953700,24.978246404258588
2992,Norway,1991,female,176,2013600,8.740564163686928
2993,Norway,1991,male,499,1959000,25.472179683511996
2994,Norway,1992,female,167,2022200,8.258332509148453
2995,Norway,1992,male,449,1967600,22.819678796503354
2996,Norway,1993,female,141,2033000,6.935563207083129
2997,Norway,1993,male,449,1977500,22.70543615676359
2998,Norway,1994,female,152,2044700,7.4338533770235244
2999,Norway,1994,male,379,1988600,19.058634215025645
3000,Norway,1995,female,137,2056400,6.662127990663295
3001,Norway,1995,male,411,1999500,20.555138784696172
3002,Norway,1996,female,128,2067500,6.191051995163241
3003,Norway,1996,male,389,2010500,19.34842079084805
3004,Norway,1997,female,146,2079300,7.021593805607656
3005,Norway,1997,male,387,2022800,19.131896381253707
3006,Norway,1998,female,149,2092200,7.121690086989772
3007,Norway,1998,male,399,2037200,19.585705870803064
3008,Norway,1999,female,153,2106569,7.262994945809988
3009,Norway,1999,male,430,2053176,20.943163177438272
3010,Norway,2000,female,132,2109298,6.258006218182542
3011,Norway,2000,male,409,2059017,19.863847651573543
3012,Norway,2001,female,138,2131646,6.473870426890769
3013,Norway,2001,male,411,2083457,19.726829015429644
3014,Norway,2002,female,132,2145458,6.152532466261283
3015,Norway,2002,male,362,2098231,17.252628523742143
3016,Norway,2003,female,128,2159769,5.926559738564634
3017,Norway,2003,male,374,2113355,17.696979447371596
3018,Norway,2004,female,170,2173634,7.821003904061126
3019,Norway,2004,male,359,2128326,16.867716693777176
3020,Norway,2005,female,173,2189247,7.902260457591126
3021,Norway,2005,male,360,2145845,16.77660781650119
3022,Norway,2006,female,141,2205537,6.39300088821906
3023,Norway,2006,male,391,2166566,18.046992337182434
3024,Norway,2007,female,149,2223726,6.700465794796661
3025,Norway,2007,male,336,2193643,15.31698640116008
3026,Norway,2008,female,158,2246250,7.0339454646633275
3027,Norway,2008,male,347,2225839,15.589627102409473
3028,Norway,2009,female,157,2270994,6.913272338015864
3029,Norway,2009,male,416,2256542,18.435287266977525
3030,Norway,2010,female,164,2296246,7.142091918722994
