,country,year,sex,suicides_no,population,rate
3453,Romania,1996,male,2335,10459700,22.32377601652055
3454,Romania,1997,female,484,10932100,4.42732869256593
3455,Romania,1997,male,2375,10436900,22.755799135758703
3456,Romania,1998,female,488,10924300,4.467105443827064
3457,Romania,1998,male,2350,10414100,22.565560154021952
3458,Romania,1999,female,501,10915500,4.589803490449361
3459,Romania,1999,male,2235,10395300,21.50010100718594
3460,Romania,2000,female,511,10909400,4.684033952371349
3461,Romania,2000,male,2325,10381000,22.39668625373278
3462,Romania,2001,female,442,10906252,4.052721319844801
3463,Romania,2001,male,2278,10366635,21.974343651532056
3464,Romania,2002,female,528,10620085,4.971711620010574
3465,Romania,2002,male,2539,10080495,25.1872551893533
3466,Romania,2003,female,508,10603482,4.790879071610627
3467,Romania,2003,male,2386,10053359,23.733361158195983
3468,Romania,2004,female,444,10585484,4.1944232309075336
3469,Romania,2004,male,2276,10025283,22.702601013856665
3470,Romania,2005,female,470,10568280,4.447270511379335
3471,Romania,2005,male,2133,10001680,21.326417161916797
3472,Romania,2006,female,481,10549483,4.559465141561914
3473,Romania,2006,male,2240,9977078,22.451463244048007
3474,Romania,2007,female,446,10524172,4.237863083195523
3475,Romania,2007,male,1984,9950854,19.937987232050634
3476,Romania,2008,female,446,10506266,4.245085742165675
3477,Romania,2008,male,2026,9927537,20.40788163267485
3478,Romania,2009,female,389,10487996,3.709002177346368
3479,Romania,2009,male,2197,9902886,22.18545179657728
3480,Romania,2010,female,462,10471134,4.4121295745045375
3481,Romania,2010,male,2304,9877515,23.325704896423847
3482,Romania,2011,female,394,10445081,3.7721105274339184
3483,Romania,2011,male,2142,9846620,21.753657600272987
3484,Romania,2012,female,353,9794793,3.603955693601692
3485,Romania,2012,male,2142,9246801,23.164768010039364
3486,Romania,2013,female,364,9753485,3.7319993827847173
3487,Romania,2013,male,2043,9249860,22.0868207735036
3488,Romania,2014,female,322,9717395,3.3136452722154446
3489,Romania,2014,male,1887,9234840,20.43348883142534
3490,Romania,2015,female,342,9674747,3.5349761601001037
3491,Romania,2015,male,1886,9189180,20.524138171196995
3492,Romania,2016,female,310,8589936,3.6088743850943708
3493,Romania,2016,male,1643,8054969,20.39734727719002
3494,Russian Federation,1989,female,8548,72596600,11.7746561133717
3495,Russian Federation,1989,male,29373,62847200,46.737165697119366
3496,Russian Federation,1990,female,8742,73008500,11.97394823890369
3497,Russian Federation,1990,male,30286,63389700,47.77747804454036
3498,Russian Federation,1991,female,8460,73402700,11.525461597461673
3499,Russian Federation,1991,male,30821,63880300,48.248051433697086
3500,Russian Federation,1992,female,9129,73769800,12.374982716504586
3501,Russian Federation,1992,male,36794,64349100,57.17873288049095
3502,Russian Federation,1993,female,10096,73470800,13.74151363534901
3503,Russian Federation,1993,male,45750,64222000,71.23727071719972
3504,Russian Federation,1994,female,10388,73821200,14.07183844207355
3505,Russian Federation,1994,male,51032,64655000,78.9297038125435
3506,Russian Federation,1995,female,10633,74118200,14.346004085366348
3507,Russian Federation,1995,male,49915,64968900,76.82906744611653
3508,Russian Federation,1996,female,9685,74229000,13.047461234827358
3509,Russian Federation,1996,male,47826,65043600,73.52914045348044
3510,Russian Federation,1997,female,9494,74240600,12.788150957831698
3511,Russian Federation,1997,male,45252,65042600,69.57286455338502
3512,Russian Federation,1998,female,8971,74163100,12.096312047365874
3513,Russian Federation,1998,male,42547,64959000,65.4982373497129
3514,Russian Federation,1999,female,9909,73976300,13.394830506527091
3515,Russian Federation,1999,male,47065,64741500,72.69680189677409
3516,Russian Federation,2000,female,9099,73759431,12.336049609710248
3517,Russian Federation,2000,male,47520,64446264,73.7358491409215
3518,Russian Federation,2001,female,9006,73474877,12.257250869572738
3519,Russian Federation,2001,male,47952,64046632,74.87044752017562
3520,Russian Federation,2002,female,9057,73074905,12.394131747417257
3521,Russian Federation,2002,male,45967,63515995,72.37074692760461
3522,Russian Federation,2003,female,8450,73597958,11.481296804457537
3523,Russian Federation,2003,male,42995,63421910,67.79202959986542
3524,Russian Federation,2004,female,8202,73719023,11.126029166176009
3525,Russian Federation,2004,male,40894,63352676,64.54975950818557
3526,Russian Federation,2005,female,7464,73344749,10.176597645729212
3527,Russian Federation,2005,male,38338,62817442,61.030820070642164
3528,Russian Federation,2006,female,7227,73010042,9.898638327039999
3529,Russian Federation,2006,male,35387,62347420,56.757761588210066
3530,Russian Federation,2007,female,7341,72763050,10.088911885909125
3531,Russian Federation,2007,male,33808,62015914,54.51503947841517
3532,Russian Federation,2008,female,6925,72594898,9.539237867652902
3533,Russian Federation,2008,male,31286,61791051,50.63192726726723
3534,Russian Federation,2009,female,6485,72462593,8.949445129571888
3535,Russian Federation,2009,male,30923,61622840,50.181069226929495
3536,Russian Federation,2010,female,5795,72924753,7.946547312954217
3537,Russian Federation,2010,male,27561,61941234,44.49540026922938
3538,Russian Federation,2011,female,5568,72844705,7.643657833469159
3539,Russian Federation,2011,male,25470,61901169,41.14623424963105
3540,Russian Federation,2012,female,5454,72781138,7.493699809969995
3541,Russian Federation,2012,male,24189,61887384,39.08551054605895
3542,Russian Federation,2013,female,4976,72777048,6.837320469497471
3543,Russian Federation,2013,male,23714,61936914,38.287345087938995
3544,Russian Federation,2014,female,4655,72777048,6.39624734435505
3545,Russian Federation,2014,male,21886,61936914,35.33595490404963
3546,Russian Federation,2015,female,4571,74007955,6.176363067997217
3547,Russian Federation,2015,male,20861,63010988,33.106924144722186
3548,Saint Kitts and Nevis,1990,female,0,20400,0.0
3549,Saint Kitts and Nevis,1990,male,0,18700,0.0
3550,Saint Kitts and Nevis,1991,female,0,20400,0.0
3551,Saint Kitts and Nevis,1991,male,0,18700,0.0
3552,Saint Kitts and Nevis,1992,female,0,20400,0.0
3553,Saint Kitts and Nevis,1992,male,0,18700,0.0
3554,Saint Lucia,1986,female,0,57400,0.0
3555,Saint Lucia,1986,male,5,52600,9.505703422053232
3556,Saint Lucia,1987,female,1,57900,1.7271157167530224
3557,Saint Lucia,1987,male,10,53400,18.726591760299627
3558,Saint Lucia,1988,female,4,58800,6.802721088435374
3559,Saint Lucia,1988,male,6,54200,11.07011070110701
3560,Saint Lucia,1989,female,3,60426,4.964750273061265
3561,Saint Lucia,1989,male,5,58140,8.599931200550396
3562,Saint Lucia,1990,female,1,61417,1.628213686764251
3563,Saint Lucia,1990,male,2,59120,3.3829499323410013
3564,Saint Lucia,1991,female,0,62437,0.0
3565,Saint Lucia,1991,male,6,60059,9.990176326612165
3566,Saint Lucia,1992,female,0,63383,0.0
3567,Saint Lucia,1992,male,11,60840,18.080210387902696
3568,Saint Lucia,1993,female,0,64297,0.0
3569,Saint Lucia,1993,male,8,61549,12.997774131180035
3570,Saint Lucia,1994,female,2,65253,3.0649931803901738
3571,Saint Lucia,1994,male,4,62304,6.420133538777606
3572,Saint Lucia,1995,female,1,66288,1.5085686700458605
3573,Saint Lucia,1995,male,9,63178,14.245465193580044
3574,Saint Lucia,1996,female,1,67453,1.482513750315034
3575,Saint Lucia,1996,male,6,64168,9.350455055479367
3576,Saint Lucia,1997,female,0,68660,0.0
3577,Saint Lucia,1997,male,9,65307,13.781064816941523
3578,Saint Lucia,1998,female,3,69873,4.2935039285560945
3579,Saint Lucia,1998,male,5,66527,7.5157454867948355
3580,Saint Lucia,1999,female,1,71075,1.4069644741470277
3581,Saint Lucia,1999,male,7,67738,10.333933685671262
3582,Saint Lucia,2000,female,3,72225,4.153686396677051
3583,Saint Lucia,2000,male,11,68875,15.970961887477314
3584,Saint Lucia,2001,female,0,73259,0.0
3585,Saint Lucia,2001,male,7,69907,10.01330338878796
3586,Saint Lucia,2002,female,4,74291,5.384232275780377
3587,Saint Lucia,2002,male,8,70877,11.287159445236114
3588,Saint Lucia,2003,female,4,75319,5.31074496474993
3589,Saint Lucia,2003,male,6,71808,8.355614973262032
3590,Saint Lucia,2004,female,0,76348,0.0
3591,Saint Lucia,2004,male,8,72773,10.993088095859727
3592,Saint Lucia,2005,female,0,77388,0.0
3593,Saint Lucia,2005,male,4,73781,5.421449966793619
3594,Saint Lucia,2006,female,0,78539,0.0
3595,Saint Lucia,2006,male,2,74921,2.6694785173716316
3596,Saint Lucia,2008,female,0,80670,0.0
3597,Saint Lucia,2008,male,0,77206,0.0
3598,Saint Lucia,2009,female,0,81601,0.0
3599,Saint Lucia,2009,male,13,78219,16.620002812615862
3600,Saint Lucia,2010,female,1,82427,1.2131947056183048
3601,Saint Lucia,2010,male,3,79076,3.793818604886438
3602,Saint Lucia,2011,female,0,83132,0.0
3603,Saint Lucia,2011,male,8,79760,10.030090270812437
3604,Saint Lucia,2012,female,1,83689,1.1949001660911232
3605,Saint Lucia,2012,male,9,80251,11.214813522572927
3606,Saint Lucia,2013,female,1,84156,1.1882694044393745
3607,Saint Lucia,2013,male,13,80634,16.122231316814247
3608,Saint Lucia,2014,female,3,84616,3.545428760518105
3609,Saint Lucia,2014,male,11,80980,13.583600889108421
3610,Saint Vincent and Grenadines,1985,female,0,45900,0.0
3611,Saint Vincent and Grenadines,1985,male,2,43900,4.555808656036446
3612,Saint Vincent and Grenadines,1986,female,0,46400,0.0
3613,Saint Vincent and Grenadines,1986,male,0,44400,0.0
3614,Saint Vincent and Grenadines,1987,female,0,46818,0.0
3615,Saint Vincent and Grenadines,1987,male,0,45218,0.0
3616,Saint Vincent and Grenadines,1990,female,0,47422,0.0
3617,Saint Vincent and Grenadines,1990,male,5,46719,10.702283867377298
3618,Saint Vincent and Grenadines,1995,female,0,47954,0.0
3619,Saint Vincent and Grenadines,1995,male,7,48020,14.577259475218659
3620,Saint Vincent and Grenadines,1996,female,1,47953,2.085375263278627
3621,Saint Vincent and Grenadines,1996,male,7,48142,14.540318225250301
3622,Saint Vincent and Grenadines,1997,female,0,47973,0.0
3623,Saint Vincent and Grenadines,1997,male,3,48282,6.213495712687958
3624,Saint Vincent and Grenadines,1998,female,0,48005,0.0
3625,Saint Vincent and Grenadines,1998,male,10,48444,20.642391214598298
3626,Saint Vincent and Grenadines,1999,female,0,48061,0.0
3627,Saint Vincent and Grenadines,1999,male,6,48624,12.339585389930898
3628,Saint Vincent and Grenadines,2000,female,0,48148,0.0
3629,Saint Vincent and Grenadines,2000,male,5,48808,10.244222258646124
3630,Saint Vincent and Grenadines,2001,female,1,48294,2.070650598418023
3631,Saint Vincent and Grenadines,2001,male,7,49047,14.272024792545926
3632,Saint Vincent and Grenadines,2002,female,1,48483,2.0625786358104903
3633,Saint Vincent and Grenadines,2002,male,6,49316,12.166436856192716
3634,Saint Vincent and Grenadines,2003,female,0,48705,0.0
3635,Saint Vincent and Grenadines,2003,male,4,49587,8.066630366830015
3636,Saint Vincent and Grenadines,2004,female,0,48900,0.0
3637,Saint Vincent and Grenadines,2004,male,4,49840,8.025682182985554
3638,Saint Vincent and Grenadines,2005,female,1,49072,2.0378219758721876
3639,Saint Vincent and Grenadines,2005,male,7,50046,13.987131838708388
3640,Saint Vincent and Grenadines,2006,female,1,49233,2.0311579631547945
3641,Saint Vincent and Grenadines,2006,male,5,50230,9.954210631096954
3642,Saint Vincent and Grenadines,2007,female,0,49342,0.0
3643,Saint Vincent and Grenadines,2007,male,11,50347,21.84837229626393
3644,Saint Vincent and Grenadines,2008,female,1,49412,2.0237998866672062
3645,Saint Vincent and Grenadines,2008,male,3,50414,5.950727972388623
3646,Saint Vincent and Grenadines,2009,female,0,49467,0.0
3647,Saint Vincent and Grenadines,2009,male,1,50460,1.9817677368212445
3648,Saint Vincent and Grenadines,2010,female,0,49532,0.0
3649,Saint Vincent and Grenadines,2010,male,5,50518,9.897462290668672
3650,Saint Vincent and Grenadines,2011,female,1,49534,2.0188153591472524
3651,Saint Vincent and Grenadines,2011,male,4,50503,7.920321565055541
3652,Saint Vincent and Grenadines,2012,female,3,49606,6.047655525541265
3653,Saint Vincent and Grenadines,2012,male,7,50561,13.844662882458811
3654,Saint Vincent and Grenadines,2013,female,0,49731,0.0
3655,Saint Vincent and Grenadines,2013,male,0,50667,0.0
3656,Saint Vincent and Grenadines,2014,female,0,49876,0.0
3657,Saint Vincent and Grenadines,2014,male,2,50800,3.937007874015748
3658,Saint Vincent and Grenadines,2015,female,1,50028,1.9988806268489645
3659,Saint Vincent and Grenadines,2015,male,2,50920,3.927729772191673
3660,San Marino,1999,female,0,12945,0.0
3661,San Marino,1999,male,2,12247,16.330529925696087
3662,San Marino,2000,female,0,13060,0.0
3663,San Marino,2000,male,1,12309,8.124136810463888
3664,San Marino,2005,female,0,14462,0.0
3665,San Marino,2005,male,1,13802,7.245326764237067
3666,Serbia,1998,female,445,3692057,12.052901675136651
3667,Serbia,1998,male,1015,3486945,29.108574984692904
3668,Serbia,1999,female,480,3687389,13.01734099656966
3669,Serbia,1999,male,1091,3475442,31.391690610863307
3670,Serbia,2000,female,474,3681759,12.87428101622078
3671,Serbia,2000,male,1069,3467381,30.830185664626992
3672,Serbia,2001,female,417,3678784,11.33526730571841
3673,Serbia,2001,male,1025,3463626,29.593264399793743
3674,Serbia,2002,female,395,3676145,10.744951572911297
3675,Serbia,2002,male,1051,3461968,30.35845507526355
3676,Serbia,2003,female,381,3663118,10.400975343955613
3677,Serbia,2003,male,997,3448857,28.908128113169088
3678,Serbia,2004,female,367,3650542,10.053301674107571
3679,Serbia,2004,male,978,3435822,28.46480405562337
3680,Serbia,2005,female,431,3637050,11.850263262809145
3681,Serbia,2005,male,1006,3421932,29.39859704985371
3682,Serbia,2006,female,422,3623473,11.646285207589514
3683,Serbia,2006,male,1021,3408338,29.955949204568327
3684,Serbia,2007,female,385,3612243,10.658197690465453
3685,Serbia,2007,male,968,3397367,28.492653281202767
3686,Serbia,2008,female,386,3601186,10.718691009017585
3687,Serbia,2008,male,903,3387346,26.658038476140316
3688,Serbia,2009,female,376,3590133,10.473149601978534
3689,Serbia,2009,male,997,3378107,29.5135707661125
3690,Serbia,2010,female,304,3577388,8.497820197305968
3691,Serbia,2010,male,903,3367483,26.81528013652927
3692,Serbia,2011,female,347,3549614,9.775710823768444
3693,Serbia,2011,male,909,3350413,27.130983553370882
3694,Serbia,2012,female,311,3532148,8.804840567269547
3695,Serbia,2012,male,932,3335026,27.945809118129812
3696,Serbia,2013,female,296,3515079,8.420863371776282
3697,Serbia,2013,male,901,3317761,27.15686874370999
3698,Serbia,2014,female,277,3498926,7.916715014835981
3699,Serbia,2014,male,857,3302884,25.947020846024262
3700,Serbia,2015,female,269,3480549,7.7286657938158605
3701,Serbia,2015,male,793,3285857,24.133734365189966
3702,Seychelles,1985,female,1,28700,3.484320557491289
3703,Seychelles,1985,male,7,28600,24.475524475524477
3704,Seychelles,1986,female,0,28900,0.0
3705,Seychelles,1986,male,1,28500,3.508771929824561
3706,Seychelles,1987,female,0,29400,0.0
3707,Seychelles,1987,male,3,28900,10.380622837370241
3708,Seychelles,2001,female,1,37965,2.634005004609509
3709,Seychelles,2001,male,5,37398,13.369698914380448
3710,Seychelles,2002,female,0,38778,0.0
3711,Seychelles,2002,male,5,38126,13.11441011383308
3712,Seychelles,2003,female,2,39544,5.0576572931418164
3713,Seychelles,2003,male,6,38858,15.440835863914767
3714,Seychelles,2004,female,0,40157,0.0
3715,Seychelles,2004,male,6,39578,15.159937338925666
3716,Seychelles,2005,female,1,40593,2.4634789249377973
3717,Seychelles,2005,male,4,40307,9.923834569677723
3718,Seychelles,2006,female,0,40688,0.0
3719,Seychelles,2006,male,8,41003,19.51076750481672
3720,Seychelles,2007,female,1,40615,2.462144527883787
3721,Seychelles,2007,male,5,41716,11.985808802377985
3722,Seychelles,2008,female,0,40496,0.0
3723,Seychelles,2008,male,4,42404,9.433072351664936
3724,Seychelles,2009,female,0,40468,0.0
3725,Seychelles,2009,male,4,42961,9.310770233467563
3726,Seychelles,2010,female,0,40596,0.0
3727,Seychelles,2010,male,6,43289,13.86033403405022
3728,Seychelles,2011,female,0,40940,0.0
3729,Seychelles,2011,male,5,39777,12.570078185886317
3730,Seychelles,2012,female,0,41453,0.0
3731,Seychelles,2012,male,3,39771,7.543184732594101
3732,Seychelles,2013,female,0,41583,0.0
3733,Seychelles,2013,male,9,40958,21.97372918599541
3734,Seychelles,2014,female,2,42421,4.714646047947951
3735,Seychelles,2014,male,2,41424,4.828118964851294
3736,Seychelles,2015,female,1,43478,2.3000138000828003
3737,Seychelles,2015,male,6,42471,14.127286854559582
3738,Singapore,1985,female,134,1155300,11.598718947459535
3739,Singapore,1985,male,190,1195200,15.896921017402946
3740,Singapore,1986,female,135,1170000,11.538461538461538
3741,Singapore,1986,male,191,1209300,15.79426114280989
3742,Singapore,1987,female,130,1184100,10.978802466007938
3743,Singapore,1987,male,171,1223700,13.974013238538857
3744,Singapore,1988,female,146,1183100,12.340461499450596
3745,Singapore,1988,male,220,1210300,18.17731141039412
3746,Singapore,1989,female,179,1202000,14.891846921797004
3747,Singapore,1989,male,215,1229100,17.49247416809047
3748,Singapore,1990,female,153,1241500,12.323801852597665
3749,Singapore,1990,male,201,1270300,15.823033928993151
3750,Singapore,1991,female,119,1267000,9.392265193370166
3751,Singapore,1991,male,177,1292300,13.696510098274395
3752,Singapore,1992,female,117,1291700,9.05783076565766
3753,Singapore,1992,male,160,1312300,12.192334069953517
3754,Singapore,1993,female,102,1320100,7.726687372168775
3755,Singapore,1993,male,168,1335700,12.577674627536123
3756,Singapore,1994,female,126,1350500,9.329877823028507
3757,Singapore,1994,male,190,1361700,13.953146801791878
3758,Singapore,1995,female,138,1379400,10.004349717268378
3759,Singapore,1995,male,226,1385900,16.30709286384299
3760,Singapore,1996,female,87,1409500,6.1724015608371765
3761,Singapore,1996,male,152,1413600,10.75268817204301
3762,Singapore,1997,female,107,1440000,7.430555555555555
3763,Singapore,1997,male,196,1440000,13.61111111111111
3764,Singapore,1998,female,128,1472300,8.693880323303674
3765,Singapore,1998,male,200,1467900,13.62490632876899
3766,Singapore,1999,female,90,1502500,5.990016638935108
3767,Singapore,1999,male,187,1494600,12.511708818412954
3768,Singapore,2000,female,105,1529900,6.863193672789071
3769,Singapore,2000,male,204,1517700,13.441391579363511
3770,Singapore,2001,female,115,1559800,7.37274009488396
3771,Singapore,2001,male,190,1543200,12.312078797304302
3772,Singapore,2002,female,129,1593600,8.09487951807229
3773,Singapore,2002,male,192,1571600,12.216849071010435
3774,Singapore,2003,female,119,1626200,7.317673102939368
3775,Singapore,2003,male,201,1600000,12.5625
3776,Singapore,2004,female,130,1657300,7.844083750678815
3777,Singapore,2004,male,205,1624100,12.622375469490795
3778,Singapore,2005,female,119,1688000,7.049763033175355
3779,Singapore,2005,male,240,1654400,14.506769825918763
3780,Singapore,2006,female,141,1725100,8.17343922091473
3781,Singapore,2006,male,231,1686800,13.694569599241166
3782,Singapore,2007,female,131,1713100,7.646955811102679
3783,Singapore,2007,male,197,1676500,11.750671040858933
3784,Singapore,2008,female,112,1745000,6.418338108882521
3785,Singapore,2008,male,207,1703900,12.148600269968895
3786,Singapore,2009,female,114,1792100,6.36125216226773
3787,Singapore,2009,male,235,1744000,13.474770642201834
3788,Singapore,2010,female,99,1814800,5.4551465726250825
3789,Singapore,2010,male,197,1762000,11.180476730987515
3790,Singapore,2011,female,111,1828900,6.0692219366832525
3791,Singapore,2011,male,197,1772000,11.117381489841986
3792,Singapore,2012,female,149,1846300,8.070194442939934
3793,Singapore,2012,male,243,1785300,13.611157788606956
3794,Singapore,2013,female,112,1863472,6.010286175483184
3795,Singapore,2013,male,245,1797984,13.626372648477405
3796,Singapore,2014,female,105,1879488,5.5866278475840225
3797,Singapore,2014,male,250,1809882,13.813055215754398
3798,Singapore,2015,female,111,1896339,5.853383809540383
3799,Singapore,2015,male,218,1822776,11.95978002782569
3800,Slovakia,1992,female,142,2524668,5.624501914707201
3801,Slovakia,1992,male,654,2384560,27.426443452880196
3802,Slovakia,1993,female,116,2539917,4.56707837303345
3803,Slovakia,1993,male,622,2395343,25.967053570198505
3804,Slovakia,1994,female,108,2560763,4.217492989394176
3805,Slovakia,1994,male,583,2414095,24.14983668828277
3806,Slovakia,1995,female,126,2576500,4.890355132932273
3807,Slovakia,1995,male,609,2428732,25.074812700619088
3808,Slovakia,1996,female,106,2590877,4.091278744610416
3809,Slovakia,1996,male,566,2441559,23.181909591371742
3810,Slovakia,1997,female,106,2604559,4.06978686219049
3811,Slovakia,1997,male,524,2453830,21.3543725522958
3812,Slovakia,1998,female,88,2616800,3.362885967594008
3813,Slovakia,1998,male,585,2464300,23.738992817432944
3814,Slovakia,1999,female,102,2626400,3.883643009442583
3815,Slovakia,1999,male,590,2471800,23.869245084553768
3816,Slovakia,2000,female,135,2634211,5.124874203319324
3817,Slovakia,2000,male,594,2477602,23.974794983213606
3818,Slovakia,2001,female,112,2630884,4.257124221364378
3819,Slovakia,2001,male,580,2469372,23.487753161532567
3820,Slovakia,2002,female,100,2635167,3.794825906669293
3821,Slovakia,2002,male,617,2472417,24.95533722668951
3822,Slovakia,2003,female,105,2638889,3.9789472008864335
3823,Slovakia,2003,male,648,2475093,26.180834417130992
3824,Slovakia,2004,female,112,2642926,4.237727427858366
3825,Slovakia,2004,male,564,2478284,22.757682331807008
3826,Slovakia,2005,female,95,2645714,3.5907131307465585
3827,Slovakia,2005,male,584,2481232,23.536694674258595
3828,Slovakia,2006,female,0,2646859,0.0
3829,Slovakia,2006,male,0,2482510,0.0
3830,Slovakia,2007,female,0,2647600,0.0
3831,Slovakia,2007,male,0,2485060,0.0
3832,Slovakia,2008,female,83,2648641,3.1336825186954367
3833,Slovakia,2008,male,508,2488426,20.41451102021921
3834,Slovakia,2009,female,58,2650212,2.1885041649498227
3835,Slovakia,2009,male,543,2491532,21.79382002719612
3836,Slovakia,2010,female,92,2652856,3.467960567780535
3837,Slovakia,2010,male,539,2494706,21.605752341157636
3838,Slovakia,2012,female,72,2631993,2.73556958548142
3839,Slovakia,2012,male,499,2484929,20.08105664185979
3840,Slovakia,2013,female,83,2633917,3.1512002845951486
3841,Slovakia,2013,male,533,2488292,21.42031562212152
3842,Slovakia,2014,female,83,2636852,3.1476927791169165
3843,Slovakia,2014,male,471,2492834,18.894158215107787
3844,Slovenia,1995,female,129,973900,13.245713112229181
3845,Slovenia,1995,male,435,910100,47.796945390616415
3846,Slovenia,1996,female,142,974500,14.571575166752181
3847,Slovenia,1996,male,465,918600,50.62050947093403
3848,Slovenia,1997,female,120,974000,12.320328542094456
3849,Slovenia,1997,male,473,909900,51.98373447631608
3850,Slovenia,1998,female,135,972400,13.88317564788153
3851,Slovenia,1998,male,477,907900,52.53882586187906
3852,Slovenia,1999,female,137,974300,14.06137739915837
3853,Slovenia,1999,male,453,910100,49.77475002746951
3854,Slovenia,2000,female,155,975403,15.890867672131417
3855,Slovenia,2000,male,433,911080,47.52601308337358
3856,Slovenia,2001,female,122,974345,12.521232212409362
3857,Slovenia,2001,male,459,926985,49.515364326283596
3858,Slovenia,2002,female,107,976286,10.959903143136335
3859,Slovenia,2002,male,433,929838,46.56725149972361
3860,Slovenia,2003,female,122,976221,12.497170210433907
3861,Slovenia,2003,male,440,931368,47.242336004672694
3862,Slovenia,2004,female,142,976625,14.539869448355306
3863,Slovenia,2004,male,370,931237,39.73209827358664
3864,Slovenia,2005,female,112,977593,11.456710512452524
3865,Slovenia,2005,male,391,934224,41.8529175015842
3866,Slovenia,2006,female,114,978933,11.645332213747007
3867,Slovenia,2006,male,415,939637,44.165991760648
3868,Slovenia,2007,female,99,979458,10.107630955079237
3869,Slovenia,2007,male,335,947874,35.34225013029158
3870,Slovenia,2008,female,84,980441,8.567573163504994
3871,Slovenia,2008,male,324,963317,33.63378825454134
3872,Slovenia,2009,female,97,981693,9.880889443033617
3873,Slovenia,2009,male,350,960344,36.44527377689661
3874,Slovenia,2010,female,78,983739,7.928932369256479
3875,Slovenia,2010,male,336,961035,34.9623062635596
3876,Slovenia,2011,female,88,984622,8.937439951575325
3877,Slovenia,2011,male,347,959939,36.14813024577603
3878,Slovenia,2012,female,80,985250,8.119766556711495
3879,Slovenia,2012,male,360,960738,37.471194019597434
3880,Slovenia,2013,female,86,985655,8.725162455423044
3881,Slovenia,2013,male,360,962621,37.39789595282048
3882,Slovenia,2014,female,63,986944,6.3833408987743985
3883,Slovenia,2014,male,325,964842,33.684271621674846
3884,Slovenia,2015,female,90,987883,9.110390602935773
3885,Slovenia,2015,male,332,966749,34.341902603467915
3886,South Africa,1996,female,30,19296055,0.1554721936686022
3887,South Africa,1996,male,113,18477597,0.6115513830072168
3888,South Africa,1997,female,22,19686467,0.11175189535024238
3889,South Africa,1997,male,82,18841690,0.4352051222581414
3890,South Africa,1998,female,43,20048202,0.21448307434252709
3891,South Africa,1998,male,137,19184266,0.7141268787661722
3892,South Africa,1999,female,60,20393555,0.29421059741668387
3893,South Africa,1999,male,219,19514005,1.122270902359613
3894,South Africa,2000,female,58,20731442,0.2797682862581387
3895,South Africa,2000,male,209,19837117,1.0535805177738278
3896,South Africa,2001,female,72,21046569,0.34209851496460064
3897,South Africa,2001,male,312,20139030,1.5492305240123283
3898,South Africa,2002,female,47,21361826,0.22001864447355765
3899,South Africa,2002,male,189,20442042,0.9245651681960149
3900,South Africa,2003,female,63,21673133,0.2906824777017702
3901,South Africa,2003,male,193,20742176,0.9304713256699779
3902,South Africa,2004,female,89,21973196,0.40503893926036066
3903,South Africa,2004,male,294,21032678,1.3978248514050375
3904,South Africa,2005,female,101,22257264,0.4537844363979328
3905,South Africa,2005,male,357,21308843,1.67536078800712
3906,South Africa,2006,female,97,22517350,0.43077893268968154
3907,South Africa,2006,male,417,21561707,1.9339841692496795
3908,South Africa,2007,female,104,22769226,0.45675685242880015
3909,South Africa,2007,male,313,21808209,1.4352393633058085
3910,South Africa,2008,female,95,22662242,0.4191994772626645
3911,South Africa,2008,male,346,21018344,1.6461810692602614
3912,South Africa,2009,female,92,23288943,0.39503725008043516
3913,South Africa,2009,male,280,22318105,1.254586802956613
3914,South Africa,2010,female,94,23577107,0.39869183271722014
3915,South Africa,2010,male,299,22599093,1.323061947663121
3916,South Africa,2011,female,75,23897318,0.31384275005253726
3917,South Africa,2011,male,283,22909421,1.2352996612179767
3918,South Africa,2012,female,114,24241678,0.4702644759162299
3919,South Africa,2012,male,373,23242578,1.6048133731120533
3920,South Africa,2013,female,120,24602669,0.4877519589439666
3921,South Africa,2013,male,467,23590030,1.9796498775118132
3922,South Africa,2014,female,121,24970786,0.4845662447309428
3923,South Africa,2014,male,459,23941343,1.9171856816887842
3924,South Africa,2015,female,105,25338753,0.41438503307562136
3925,South Africa,2015,male,377,24288707,1.5521616692070104
3926,Spain,1985,female,685,18380000,3.7268770402611535
3927,Spain,1985,male,1829,17617000,10.382017369586196
3928,Spain,1986,female,723,18489400,3.910348632189254
3929,Spain,1986,male,2032,17733600,11.458474308657014
3930,Spain,1987,female,787,18612700,4.228295733558269
3931,Spain,1987,male,2017,17813000,11.323190927973952
3932,Spain,1988,female,810,18696400,4.332384844141118
3933,Spain,1988,male,2150,17900900,12.010569300984868
3934,Spain,1989,female,774,18766000,4.1244804433550035
3935,Spain,1989,male,2213,17974400,12.311954780131742
3936,Spain,1990,female,804,18825000,4.270916334661354
3937,Spain,1990,male,2135,18036400,11.837173715375574
3938,Spain,1991,female,777,18872000,4.117210682492582
3939,Spain,1991,male,2139,18086100,11.826761988488396
3940,Spain,1992,female,682,18935800,3.601643447860666
3941,Spain,1992,male,2104,18065100,11.646766417014021
3942,Spain,1993,female,754,18995700,3.9693193722789895
3943,Spain,1993,male,2283,18126400,12.594889222349721
3944,Spain,1994,female,742,19041000,3.896854156819495
3945,Spain,1994,male,2429,18162100,13.374004107454535
3946,Spain,1995,female,749,19083300,3.924897685410804
3947,Spain,1995,male,2408,18192000,13.236587510993843
3948,Spain,1996,female,869,19122600,4.544361122441509
